miRNA_ID	p1normal_read_count	p2normal_read_count	p3normal_read_count	p4normal_read_count	p1tumor_read_count	p2tumor_read_count	p3tumor_read_count	p4tumor_read_count
hsa-mir-6754	1	0	0	0	0	0	0	0
hsa-mir-6755	1	0	1	0	0	1	0	1
hsa-mir-6756	1	0	0	2	0	0	0	0
hsa-mir-6757	0	0	0	0	0	0	0	0
hsa-mir-6758	0	0	0	0	0	0	0	0
hsa-mir-6759	0	0	0	0	0	0	1	0
hsa-mir-676	0	0	4	0	0	2	1	0
hsa-mir-6760	0	0	0	0	0	0	0	0
hsa-mir-6761	2	5	2	1	5	4	1	1
hsa-mir-6762	1	0	1	1	0	0	0	0
hsa-mir-6763	0	0	0	1	0	0	0	0
hsa-mir-6764	0	0	0	1	0	0	0	0
hsa-mir-6765	0	0	0	0	0	0	0	0
hsa-mir-6766	0	1	0	1	0	0	0	0
hsa-mir-6767	0	0	0	0	0	0	0	0
hsa-mir-6768	0	0	0	0	0	0	0	0
hsa-mir-6769a	0	0	0	6	0	0	0	0
hsa-mir-6769b	3	0	0	0	0	0	0	0
hsa-mir-6770-1	0	0	0	0	0	0	0	0
hsa-mir-6770-2	0	0	0	0	0	0	0	0
hsa-mir-6770-3	0	0	0	0	0	0	0	0
hsa-mir-6771	0	0	0	1	0	0	0	0
hsa-mir-6772	0	0	0	0	0	0	0	0
hsa-mir-6773	0	0	0	0	0	0	0	0
hsa-mir-6774	0	0	0	0	0	0	0	0
hsa-mir-6775	0	0	0	0	0	0	0	0
hsa-mir-6776	0	1	0	2	0	0	0	0
hsa-mir-6777	1	1	0	2	0	0	0	0
hsa-mir-6778	0	0	0	0	0	0	0	0
hsa-mir-6779	1	1	0	1	0	0	0	0
hsa-mir-6780a	0	0	0	0	0	0	0	0
hsa-mir-6780b	0	0	0	0	0	0	0	0
hsa-mir-6781	1	0	0	0	0	0	0	0
hsa-mir-6782	1	0	0	0	0	0	0	0
hsa-mir-6783	0	2	1	0	2	0	0	0
hsa-mir-6784	0	1	2	0	0	0	0	0
hsa-mir-6785	0	1	0	0	0	0	0	0
hsa-mir-6786	0	1	0	1	0	0	0	0
hsa-mir-6787	0	0	0	0	0	0	0	0
hsa-mir-6788	0	2	0	3	0	0	0	0
hsa-mir-6789	0	0	0	1	0	0	0	0
hsa-mir-6790	0	0	0	1	0	0	0	0
hsa-mir-6791	1	0	0	0	0	0	0	0
hsa-mir-6792	0	0	0	0	0	0	0	0
hsa-mir-6793	6	1	3	5	0	0	0	2
hsa-mir-6794	0	0	0	0	0	0	0	0
hsa-mir-6795	1	0	0	0	0	0	0	0
hsa-mir-6796	4	1	0	0	0	0	0	0
hsa-mir-6797	0	0	0	0	0	0	0	0
hsa-mir-6798	1	0	2	1	0	0	0	0
hsa-mir-6799	0	0	0	0	0	0	0	0
hsa-mir-6800	1	0	0	0	0	0	1	0
hsa-mir-6801	0	0	0	0	0	0	0	1
hsa-mir-6802	0	0	7	5	0	1	1	0
hsa-mir-6803	5	4	2	8	0	0	0	0
hsa-mir-6804	0	0	0	0	0	0	0	0
hsa-mir-6805	0	1	0	0	0	0	0	0
hsa-mir-6806	1	0	0	2	0	0	1	1
hsa-mir-6807	1	0	0	1	0	1	1	0
hsa-mir-6808	5	4	2	2	0	0	0	0
hsa-mir-6809	0	0	0	0	0	0	0	0
hsa-mir-6810	2	2	1	3	2	0	0	0
hsa-mir-6811	0	0	0	0	0	0	0	0
hsa-mir-6812	1	3	0	3	0	0	0	0
hsa-mir-6813	0	0	0	0	0	0	0	0
hsa-mir-6814	0	1	1	0	0	0	0	0
hsa-mir-6815	0	0	0	0	1	1	0	0
hsa-mir-6816	0	0	0	0	0	0	0	0
hsa-mir-6817	0	0	0	1	0	0	0	0
hsa-mir-6818	0	0	0	0	0	1	0	0
hsa-mir-6819	0	0	0	0	0	0	0	0
hsa-mir-6820	0	0	0	5	0	0	3	0
hsa-mir-6821	0	0	0	0	0	0	0	0
hsa-mir-6822	0	0	0	0	0	0	1	0
hsa-mir-6823	0	0	0	0	0	0	0	0
hsa-mir-6824	0	2	2	0	0	0	0	0
hsa-mir-6825	1	0	0	2	0	0	0	0
hsa-mir-6826	0	0	0	2	0	0	0	1
hsa-mir-6827	0	0	0	0	0	0	0	0
hsa-mir-6828	0	0	0	0	0	0	0	0
hsa-mir-6829	0	0	0	0	0	0	0	0
hsa-mir-6830	0	0	0	0	0	0	0	0
hsa-mir-6831	0	0	0	0	0	0	0	0
hsa-mir-6832	2	0	0	0	0	1	1	0
hsa-mir-6833	1	1	0	4	0	0	0	0
hsa-mir-6834	0	0	0	0	0	0	0	0
hsa-mir-6835	0	0	0	0	0	0	0	0
hsa-mir-6836	0	0	0	0	0	0	0	0
hsa-mir-6837	1	1	6	0	0	1	2	0
hsa-mir-6838	0	0	0	0	0	0	0	0
hsa-mir-6839	0	0	0	0	0	0	0	0
hsa-mir-6840	0	0	0	0	0	0	0	0
hsa-mir-6841	0	0	0	0	0	0	0	0
hsa-mir-6842	5	7	12	18	1	6	2	0
hsa-mir-6843	0	0	0	0	0	2	0	0
hsa-mir-6844	0	0	0	0	0	1	0	0
hsa-mir-6845	0	0	2	0	0	0	0	0
hsa-mir-6846	0	0	0	0	0	0	0	0
hsa-mir-6847	0	0	0	0	0	0	0	0
hsa-mir-6848	0	0	0	0	0	0	0	0
hsa-mir-6849	0	0	0	0	0	0	0	0
hsa-mir-6850	0	0	0	0	0	0	1	0
hsa-mir-6851	4	0	0	0	0	0	0	0
hsa-mir-6852	2	0	1	0	0	0	1	0
hsa-mir-6853	1	0	2	3	0	1	0	0
hsa-mir-6854	0	0	0	0	2	2	0	0
hsa-mir-6855	0	1	0	0	0	0	0	0
hsa-mir-6856	0	0	0	0	2	0	0	0
hsa-mir-6857	0	0	0	0	0	0	0	0
hsa-mir-6858	0	0	0	0	0	0	0	0
hsa-mir-6859-1	0	0	0	0	0	0	0	0
hsa-mir-6859-2	0	0	0	0	0	0	0	0
hsa-mir-6859-3	0	0	0	0	0	0	0	0
hsa-mir-6859-4	0	0	0	0	0	0	0	0
hsa-mir-6860	0	0	0	0	0	0	0	0
hsa-mir-6861	0	0	0	0	0	0	0	0
hsa-mir-6862-1	0	0	0	1	0	0	0	0
hsa-mir-6862-2	0	0	0	1	0	0	0	0
hsa-mir-6863	0	0	0	0	0	0	0	0
hsa-mir-6864	0	0	0	0	0	0	0	0
hsa-mir-6865	0	0	0	0	0	0	0	0
hsa-mir-6866	0	0	0	0	1	0	0	0
hsa-mir-6867	0	0	0	0	0	0	0	0
hsa-mir-6868	0	0	0	0	0	0	0	0
hsa-mir-6869	0	0	0	0	0	0	0	0
hsa-mir-6870	1	0	0	1	0	1	0	0
hsa-mir-6871	2	1	1	0	0	0	0	0
hsa-mir-6872	0	0	0	0	0	0	0	0
hsa-mir-6873	0	0	0	0	0	0	0	0
hsa-mir-6874	0	0	0	0	1	1	0	0
hsa-mir-6875	0	2	0	0	2	1	0	0
hsa-mir-6876	0	0	0	0	0	0	0	0
hsa-mir-6877	3	0	1	4	1	0	0	0
hsa-mir-6878	0	0	0	0	0	0	0	0
hsa-mir-6879	2	1	0	2	0	1	0	0
hsa-mir-6880	0	0	0	2	0	0	0	0
hsa-mir-6881	0	0	0	0	0	0	0	0
hsa-mir-6882	0	0	0	0	0	0	0	0
hsa-mir-6883	0	0	0	0	0	0	0	0
hsa-mir-6884	0	0	0	0	1	0	0	0
hsa-mir-6885	0	1	2	0	0	0	1	1
hsa-mir-6886	0	0	0	0	0	0	0	0
hsa-mir-6887	1	3	5	0	0	0	0	0
hsa-mir-6888	0	0	0	0	0	0	0	0
hsa-mir-6889	0	0	0	0	0	0	0	0
hsa-mir-6890	0	0	0	0	0	0	0	0
hsa-mir-6891	0	0	1	1	0	0	0	0
hsa-mir-6892	10	9	6	17	2	8	7	1
hsa-mir-6893	0	0	0	0	0	0	0	0
hsa-mir-6894	2	0	0	1	0	0	0	0
hsa-mir-6895	1	2	1	0	0	0	0	0
hsa-mir-7-1	5	6	11	9	104	32	58	41
hsa-mir-7-2	0	0	0	0	11	1	6	6
hsa-mir-7-3	0	1	0	0	11	3	2	7
hsa-mir-708	3	1	1	1	103	163	260	50
hsa-mir-7106	0	0	0	0	0	0	0	0
hsa-mir-7107	0	0	0	0	0	0	0	0
hsa-mir-7108	0	0	0	0	0	0	0	0
hsa-mir-7109	0	1	0	0	0	0	0	0
hsa-mir-711	0	0	0	0	0	0	0	1
hsa-mir-7110	1	1	1	0	0	0	0	0
hsa-mir-7111	0	0	0	0	0	0	0	0
hsa-mir-7112	0	0	0	0	1	1	0	0
hsa-mir-7113	2	0	0	1	0	0	0	0
hsa-mir-7114	0	0	0	1	0	0	0	0
hsa-mir-7150	0	0	0	0	0	0	0	0
hsa-mir-7151	1	0	2	2	0	0	0	0
hsa-mir-7152	0	0	0	0	0	0	0	0
hsa-mir-7153	0	0	0	0	0	0	0	0
hsa-mir-7154	0	0	0	0	0	0	0	0
hsa-mir-7155	1	2	6	1	0	0	1	1
hsa-mir-7156	0	0	0	0	0	0	5	0
hsa-mir-7157	0	0	0	0	0	0	0	0
hsa-mir-7158	0	0	0	0	0	0	0	0
hsa-mir-7159	0	0	0	0	0	0	0	0
hsa-mir-7160	0	0	0	0	0	0	0	0
hsa-mir-7161	0	0	0	0	0	0	0	0
hsa-mir-7162	0	0	0	0	0	0	0	0
hsa-mir-718	0	0	0	0	0	0	0	0
hsa-mir-744	136	126	129	272	40	48	47	27
hsa-mir-7515	0	0	0	0	0	0	0	0
hsa-mir-758	8	2	7	9	17	49	34	8
hsa-mir-759	0	0	0	0	0	0	0	0
hsa-mir-760	13	5	5	9	2	0	1	1
hsa-mir-761	0	0	0	0	0	0	0	0
hsa-mir-762	0	0	0	0	0	0	0	0
hsa-mir-764	0	0	0	0	0	0	0	0
hsa-mir-7641-1	4	1	9	22	0	1	0	0
hsa-mir-7641-2	1	1	4	12	0	0	0	0
hsa-mir-765	0	0	0	0	0	0	0	0
hsa-mir-766	162	74	51	167	9	20	9	4
hsa-mir-767	5	7	4	18	0	5	0	1
hsa-mir-769	12	11	25	21	59	49	57	22
hsa-mir-770	0	0	0	2	0	0	0	0
hsa-mir-7702	16	4	14	0	1	0	1	0
hsa-mir-7703	0	0	0	0	0	0	1	0
hsa-mir-7704	0	0	0	0	0	0	0	0
hsa-mir-7705	0	0	0	0	3	0	0	1
hsa-mir-7706	8	14	15	10	2	3	4	0
hsa-mir-7843	0	0	0	0	0	0	0	0
hsa-mir-7844	0	2	1	0	0	1	0	0
hsa-mir-7845	0	0	1	3	0	0	0	1
hsa-mir-7846	0	1	0	2	0	1	0	1
hsa-mir-7847	0	0	0	0	0	0	0	0
hsa-mir-7848	0	0	0	0	0	0	0	0
hsa-mir-7849	0	0	0	0	0	0	0	0
hsa-mir-7850	0	2	0	0	0	0	0	0
hsa-mir-7851	0	0	0	0	0	0	0	0
hsa-mir-7852	0	0	0	0	0	0	0	0
hsa-mir-7853	0	0	0	0	0	0	0	0
hsa-mir-7854	2	1	6	3	0	0	1	1
hsa-mir-7855	0	0	0	0	0	0	0	0
hsa-mir-7856	0	0	0	0	0	0	0	0
hsa-mir-7973-1	0	0	0	0	0	0	0	0
hsa-mir-7973-2	0	0	0	0	0	0	0	0
hsa-mir-7974	0	0	0	0	5	0	1	1
hsa-mir-7975	0	0	0	0	0	0	0	0
hsa-mir-7976	0	0	1	0	0	0	0	0
hsa-mir-7977	0	0	0	0	0	0	0	0
hsa-mir-7978	0	0	0	0	0	0	0	0
hsa-mir-802	0	0	0	0	0	0	0	0
hsa-mir-8052	0	0	0	0	0	0	0	0
hsa-mir-8053	0	0	0	0	0	0	0	0
hsa-mir-8054	0	0	0	0	0	0	0	0
hsa-mir-8055	0	0	0	0	0	0	0	0
hsa-mir-8056	0	0	0	0	0	0	0	0
hsa-mir-8057	0	0	0	0	0	0	0	0
hsa-mir-8058	0	0	0	0	0	0	0	0
hsa-mir-8059	0	0	0	1	0	0	0	0
hsa-mir-8060	0	0	0	0	0	0	0	0
hsa-mir-8061	0	0	0	0	0	0	0	0
hsa-mir-8062	0	0	0	0	0	0	0	0
hsa-mir-8063	0	0	0	0	0	0	0	0
hsa-mir-8064	0	0	0	0	0	0	0	0
hsa-mir-8065	0	0	0	0	0	0	0	0
hsa-mir-8066	0	0	0	0	0	0	0	0
hsa-mir-8067	0	0	0	0	0	0	0	0
hsa-mir-8068	0	0	0	0	0	0	0	0
hsa-mir-8069-1	0	0	0	0	0	0	0	0
hsa-mir-8069-2	0	0	0	0	0	0	0	0
hsa-mir-8070	0	0	0	0	0	0	0	0
hsa-mir-8071-1	0	0	0	0	0	0	0	0
hsa-mir-8071-2	0	0	0	0	0	0	0	0
hsa-mir-8072	1	0	0	1	0	1	0	0
hsa-mir-8073	0	0	0	0	0	0	0	0
hsa-mir-8074	0	0	0	0	0	0	0	0
hsa-mir-8075	0	0	0	0	0	0	0	0
hsa-mir-8076	0	0	0	0	0	0	0	0
hsa-mir-8077	0	0	0	0	0	0	0	0
hsa-mir-8078	0	0	0	0	0	0	0	0
hsa-mir-8079	0	0	0	0	0	0	0	0
hsa-mir-8080	0	0	0	0	0	0	0	0
hsa-mir-8081	0	0	0	0	0	0	0	0
hsa-mir-8082	0	0	0	0	0	0	0	0
hsa-mir-8083	0	0	0	0	0	0	0	0
hsa-mir-8084	0	0	0	0	0	0	0	0
hsa-mir-8085	0	0	0	0	0	0	0	0
hsa-mir-8086	0	0	0	0	0	0	0	0
hsa-mir-8087	0	0	0	0	0	0	0	0
hsa-mir-8088	0	0	0	0	0	0	0	0
hsa-mir-8089	0	0	0	0	0	0	0	0
hsa-mir-8485	0	0	0	0	0	0	0	0
hsa-mir-873	0	0	0	0	0	0	0	0
hsa-mir-874	69	102	108	123	14	74	47	11
hsa-mir-875	0	0	0	0	0	0	0	0
hsa-mir-876	0	0	0	0	0	0	0	0
hsa-mir-877	13	4	1	11	3	0	0	0
hsa-mir-885	1	3	7	9	0	2	0	0
hsa-mir-887	6	6	7	11	6	12	2	3
hsa-mir-888	0	0	0	0	0	0	0	0
hsa-mir-889	2	0	0	0	20	47	32	23
hsa-mir-890	0	0	0	0	0	0	0	0
hsa-mir-891a	7	1	1	9	6	15	5	1
hsa-mir-891b	0	0	0	0	0	0	0	0
hsa-mir-892a	0	0	0	0	0	0	0	0
hsa-mir-892b	0	0	0	0	0	0	0	0
hsa-mir-892c	0	0	0	0	0	0	0	0
hsa-mir-9-1	33	39	40	26	143	612	399	66
hsa-mir-9-2	26	33	48	44	141	590	430	68
hsa-mir-9-3	25	33	48	36	115	598	445	80
hsa-mir-920	0	0	0	0	0	0	0	0
hsa-mir-921	0	0	0	0	0	0	0	0
hsa-mir-922	0	0	0	0	0	0	0	0
hsa-mir-924	0	0	0	0	0	0	0	0
hsa-mir-92a-1	36675	35472	41037	24976	19873	6686	8810	13889
hsa-mir-92a-2	33015	31195	37517	22588	17819	6327	8152	12799
hsa-mir-92b	522	447	287	408	29	76	67	47
hsa-mir-93	3482	4825	4414	1968	13252	5401	9190	6459
hsa-mir-933	0	0	0	0	0	1	0	0
hsa-mir-934	0	0	0	0	0	0	0	0
hsa-mir-935	7	8	12	28	14	1	4	27
hsa-mir-936	0	1	0	0	0	0	0	0
hsa-mir-937	16	11	4	9	8	4	3	2
hsa-mir-938	0	0	0	0	0	0	0	0
hsa-mir-939	2	5	5	2	1	2	1	1
hsa-mir-940	2	6	1	17	3	1	3	0
hsa-mir-941-1	0	0	0	0	0	0	0	0
hsa-mir-941-2	0	0	0	0	0	0	0	0
hsa-mir-941-3	0	0	0	0	0	0	0	0
hsa-mir-941-4	0	0	0	0	0	0	0	0
hsa-mir-941-5	0	0	0	0	0	0	0	0
hsa-mir-942	6	12	33	13	8	4	25	5
hsa-mir-943	0	0	0	0	0	0	0	0
hsa-mir-944	0	1	0	1	1	0	1	0
hsa-mir-95	3	1	6	1	7	17	33	15
hsa-mir-9500	0	0	0	0	0	0	0	0
hsa-mir-96	1	0	0	0	24	29	18	22
hsa-mir-98	1	3	5	5	67	102	129	61
hsa-mir-99a	80	108	88	122	460	894	992	39
hsa-mir-99b	116897	71352	103634	119314	24165	51072	45441	9586
