miRTarBase ID,miRNA,Species (miRNA),Target Gene,Target Gene (Entrez ID),Species (Target Gene),Experiments,Support Type,References (PMID)
MIRT002865,dme-miR-7-5p,Drosophila melanogaster,E(spl)m3-HLH,43156,Drosophila melanogaster,GFP reporter assay,Functional MTI,15833912
MIRT002865,dme-miR-7-5p,Drosophila melanogaster,E(spl)m3-HLH,43156,Drosophila melanogaster,Reporter assay,Functional MTI,16330759
MIRT002881,dme-miR-1-3p,Drosophila melanogaster,crim,39321,Drosophila melanogaster,Microarray//Luciferase reporter assay,Functional MTI,17592038
MIRT002882,dme-miR-1-3p,Drosophila melanogaster,CG7158,40410,Drosophila melanogaster,Microarray//Luciferase reporter assay,Functional MTI,17592038
MIRT002886,dme-miR-1-3p,Drosophila melanogaster,CG17065,33026,Drosophila melanogaster,Microarray//Luciferase reporter assay,Functional MTI,17592038
MIRT002888,dme-miR-1-3p,Drosophila melanogaster,CG11377,33166,Drosophila melanogaster,Microarray//Luciferase reporter assay,Functional MTI,17592038
MIRT002889,dme-miR-1-3p,Drosophila melanogaster,CG31121,42975,Drosophila melanogaster,Microarray//Luciferase reporter assay,Functional MTI,17592038
MIRT002890,dme-miR-1-3p,Drosophila melanogaster,CG18542,41176,Drosophila melanogaster,Microarray//Luciferase reporter assay,Functional MTI,17592038
MIRT002891,dme-miR-1-3p,Drosophila melanogaster,Nedd4,39958,Drosophila melanogaster,Microarray//Luciferase reporter assay//Western blot,Functional MTI,17592038
MIRT002983,dme-miR-2a-3p,Drosophila melanogaster,rpr,40015,Drosophila melanogaster,Luciferase reporter assay,Functional MTI,17893677
MIRT002983,dme-miR-2a-3p,Drosophila melanogaster,rpr,40015,Drosophila melanogaster,GFP reporter assay,Functional MTI,14691535
MIRT002983,dme-miR-2a-3p,Drosophila melanogaster,rpr,40015,Drosophila melanogaster,GFP reporter assay//In situ hybridization//Luciferase reporter assay//Northern blot,Functional MTI,15989958
MIRT002983,dme-miR-2a-3p,Drosophila melanogaster,rpr,40015,Drosophila melanogaster,Luciferase reporter assay//Northern blot,Functional MTI,17507927
MIRT002984,dme-miR-2a-3p,Drosophila melanogaster,grim,40014,Drosophila melanogaster,Luciferase reporter assay,Functional MTI,17893677
MIRT002984,dme-miR-2a-3p,Drosophila melanogaster,grim,40014,Drosophila melanogaster,GFP reporter assay,Functional MTI,14691535
MIRT002984,dme-miR-2a-3p,Drosophila melanogaster,grim,40014,Drosophila melanogaster,GFP reporter assay//In situ hybridization//Luciferase reporter assay//Northern blot,Functional MTI,15989958
MIRT002991,dme-miR-8-3p,Drosophila melanogaster,CG8420,41097,Drosophila melanogaster,Luciferase reporter assay,Functional MTI,17923093
MIRT002992,dme-miR-8-3p,Drosophila melanogaster,CG13060,39802,Drosophila melanogaster,Luciferase reporter assay,Functional MTI,17923093
MIRT003740,dme-miR-9a-5p,Drosophila melanogaster,Bx,32846,Drosophila melanogaster,Luciferase reporter assay//Western blot,Functional MTI,19162004
MIRT003745,dme-miR-8-3p,Drosophila melanogaster,Cpr56F,37299,Drosophila melanogaster,Luciferase reporter assay,Functional MTI,17923093
MIRT003746,dme-miR-8-3p,Drosophila melanogaster,Gug,46156,Drosophila melanogaster,Luciferase reporter assay//qRT-PCR//Reporter assay//Western blot,Functional MTI,17923093
MIRT003747,dme-bantam-3p,Drosophila melanogaster,W,40009,Drosophila melanogaster,Luciferase reporter assay,Functional MTI,17893677
MIRT003747,dme-bantam-3p,Drosophila melanogaster,W,40009,Drosophila melanogaster,GFP reporter assay//Northern blot,Functional MTI,12679032
MIRT003747,dme-bantam-3p,Drosophila melanogaster,W,40009,Drosophila melanogaster,Luciferase reporter assay,Functional MTI,15738385
MIRT003854,dme-miR-7-5p,Drosophila melanogaster,E(spl)m4-BFM,43157,Drosophila melanogaster,GFP reporter assay,Functional MTI,14691535
MIRT003854,dme-miR-7-5p,Drosophila melanogaster,E(spl)m4-BFM,43157,Drosophila melanogaster,Reporter assay,Functional MTI,16330759
MIRT003857,dme-miR-79-3p,Drosophila melanogaster,E(spl)mgamma-HLH,43151,Drosophila melanogaster,GFP reporter assay,Functional MTI,15833912
MIRT003857,dme-miR-79-3p,Drosophila melanogaster,E(spl)mgamma-HLH,43151,Drosophila melanogaster,Reporter assay,Functional MTI,16330759
MIRT003858,dme-miR-79-3p,Drosophila melanogaster,BobA,50281,Drosophila melanogaster,GFP reporter assay,Functional MTI,15833912
MIRT003858,dme-miR-79-3p,Drosophila melanogaster,BobA,50281,Drosophila melanogaster,Reporter assay,Functional MTI,16330759
MIRT003859,dme-miR-79-3p,Drosophila melanogaster,E(spl)malpha-BFM,43153,Drosophila melanogaster,GFP reporter assay,Functional MTI,15833912
MIRT003859,dme-miR-79-3p,Drosophila melanogaster,E(spl)malpha-BFM,43153,Drosophila melanogaster,Reporter assay,Functional MTI,16330759
MIRT003860,dme-miR-79-3p,Drosophila melanogaster,E(spl)m4-BFM,43157,Drosophila melanogaster,Reporter assay,Functional MTI,16330759
MIRT003861,dme-miR-7-5p,Drosophila melanogaster,BobA,50281,Drosophila melanogaster,GFP reporter assay//Reporter assay;Other,Functional MTI,15833912
MIRT003861,dme-miR-7-5p,Drosophila melanogaster,BobA,50281,Drosophila melanogaster,Reporter assay,Functional MTI,16330759
MIRT003862,dme-miR-7-5p,Drosophila melanogaster,E(spl)mgamma-HLH,43151,Drosophila melanogaster,GFP reporter assay,Functional MTI,15833912
MIRT003862,dme-miR-7-5p,Drosophila melanogaster,E(spl)mgamma-HLH,43151,Drosophila melanogaster,Reporter assay,Functional MTI,16330759
MIRT003863,dme-miR-4-3p,Drosophila melanogaster,BobA,50281,Drosophila melanogaster,GFP reporter assay,Functional MTI,15833912
MIRT003863,dme-miR-4-3p,Drosophila melanogaster,BobA,50281,Drosophila melanogaster,Reporter assay,Functional MTI,16330759
MIRT003864,dme-miR-4-3p,Drosophila melanogaster,E(spl)m4-BFM,43157,Drosophila melanogaster,Reporter assay,Functional MTI,16330759
MIRT003865,dme-miR-4-3p,Drosophila melanogaster,E(spl)mgamma-HLH,43151,Drosophila melanogaster,GFP reporter assay,Functional MTI,15833912
MIRT003865,dme-miR-4-3p,Drosophila melanogaster,E(spl)mgamma-HLH,43151,Drosophila melanogaster,Reporter assay,Functional MTI,16330759
MIRT003866,dme-miR-4-3p,Drosophila melanogaster,E(spl)malpha-BFM,43153,Drosophila melanogaster,GFP reporter assay,Functional MTI,15833912
MIRT003866,dme-miR-4-3p,Drosophila melanogaster,E(spl)malpha-BFM,43153,Drosophila melanogaster,Reporter assay,Functional MTI,16330759
MIRT003867,dme-miR-2a-3p,Drosophila melanogaster,E(spl)mdelta-HLH,43150,Drosophila melanogaster,GFP reporter assay,Functional MTI,15833912
MIRT003867,dme-miR-2a-3p,Drosophila melanogaster,E(spl)mdelta-HLH,43150,Drosophila melanogaster,Reporter assay,Functional MTI,16330759
MIRT003868,dme-miR-2a-3p,Drosophila melanogaster,E(spl)malpha-BFM,43153,Drosophila melanogaster,GFP reporter assay,Functional MTI,15833912
MIRT003868,dme-miR-2a-3p,Drosophila melanogaster,E(spl)malpha-BFM,43153,Drosophila melanogaster,Reporter assay,Functional MTI,16330759
MIRT003869,dme-miR-11-3p,Drosophila melanogaster,BobA,50281,Drosophila melanogaster,GFP reporter assay,Functional MTI,15833912
MIRT003869,dme-miR-11-3p,Drosophila melanogaster,BobA,50281,Drosophila melanogaster,Reporter assay,Functional MTI,16330759
MIRT003870,dme-miR-11-3p,Drosophila melanogaster,E(spl)malpha-BFM,43153,Drosophila melanogaster,GFP reporter assay,Functional MTI,15833912
MIRT003870,dme-miR-11-3p,Drosophila melanogaster,E(spl)malpha-BFM,43153,Drosophila melanogaster,Reporter assay,Functional MTI,16330759
MIRT003871,dme-miR-11-3p,Drosophila melanogaster,E(spl)m4-BFM,43157,Drosophila melanogaster,Reporter assay,Functional MTI,16330759
MIRT003925,dme-miR-iab-8-5p,Drosophila melanogaster,Abd-B,47763,Drosophila melanogaster,Luciferase reporter assay,Non-Functional MTI,18172160
MIRT003972,dme-miR-315-5p,Drosophila melanogaster,Axn,43565,Drosophila melanogaster,Luciferase reporter assay,Functional MTI,17989227
MIRT003978,dme-miR-8-3p,Drosophila melanogaster,pan,43769,Drosophila melanogaster,Western blot,Functional MTI,18824696
MIRT003978,dme-miR-8-3p,Drosophila melanogaster,pan,43769,Drosophila melanogaster,Luciferase reporter assay//Western blot,Functional MTI,20216554
MIRT004085,dme-miR-6-3p,Drosophila melanogaster,grim,40014,Drosophila melanogaster,GFP reporter assay,Non-Functional MTI,15723116
MIRT004435,dme-miR-278-3p,Drosophila melanogaster,ex,33218,Drosophila melanogaster,Luciferase reporter assay,Functional MTI,20216554
MIRT004435,dme-miR-278-3p,Drosophila melanogaster,ex,33218,Drosophila melanogaster,GFP reporter assay//Luciferase reporter assay//qRT-PCR,Functional MTI,16481470
MIRT004441,dme-miR-14-3p,Drosophila melanogaster,Ice,43514,Drosophila melanogaster,Western blot,Functional MTI,12725740
MIRT004583,dme-miR-1-3p,Drosophila melanogaster,Dl,42313,Drosophila melanogaster,GFP reporter assay//Immunohistochemistry//In situ hybridization//Luciferase reporter assay//qRT-PCR,Functional MTI,16357195
MIRT004775,dme-miR-6-3p,Drosophila melanogaster,W,40009,Drosophila melanogaster,GFP reporter assay//In situ hybridization//Luciferase reporter assay//Northern blot,Functional MTI,15989958
MIRT004776,dme-miR-13a-3p,Drosophila melanogaster,rpr,40015,Drosophila melanogaster,GFP reporter assay//In situ hybridization//Luciferase reporter assay//Northern blot,Functional MTI,15989958
MIRT004777,dme-miR-13a-3p,Drosophila melanogaster,grim,40014,Drosophila melanogaster,GFP reporter assay//In situ hybridization//Luciferase reporter assay//Northern blot,Functional MTI,15989958
MIRT005002,dme-miR-12-5p,Drosophila melanogaster,cos,35653,Drosophila melanogaster,GFP reporter assay,Functional MTI,18493062
MIRT005003,dme-miR-283-5p,Drosophila melanogaster,cos,35653,Drosophila melanogaster,GFP reporter assay,Functional MTI,18493062
MIRT005070,dme-miR-1-3p,Drosophila melanogaster,Jafrac2,53577,Drosophila melanogaster,Microarray//Luciferase reporter assay,Functional MTI,17592038
MIRT005071,dme-miR-1-3p,Drosophila melanogaster,sinu,46187,Drosophila melanogaster,Microarray//Luciferase reporter assay,Functional MTI,17592038
MIRT005073,dme-miR-1-3p,Drosophila melanogaster,Msr-110,38629,Drosophila melanogaster,Microarray//Luciferase reporter assay,Functional MTI,17592038
MIRT005074,dme-miR-1-3p,Drosophila melanogaster,Chd64,38490,Drosophila melanogaster,Microarray//Luciferase reporter assay,Functional MTI,17592038
MIRT005332,dme-miR-303-5p,Drosophila melanogaster,Fit1,38488,Drosophila melanogaster,Luciferase reporter assay,Non-Functional MTI,15738385
MIRT005333,dme-miR-288-3p,Drosophila melanogaster,dpr10,39180,Drosophila melanogaster,Luciferase reporter assay,Non-Functional MTI,15738385
MIRT005334,dme-miR-316-5p,Drosophila melanogaster,IA-2,33277,Drosophila melanogaster,Luciferase reporter assay,Non-Functional MTI,15738385
MIRT005351,dme-miR-92b-3p,Drosophila melanogaster,ab,34560,Drosophila melanogaster,Luciferase reporter assay,Non-Functional MTI,15943864
MIRT005372,dme-miR-7-5p,Drosophila melanogaster,aop,33392,Drosophila melanogaster,GFP reporter assay//Immunohistochemistry//In situ hybridization//Reporter assay,Functional MTI,16377567
MIRT005512,dme-miR-263a-5p,Drosophila melanogaster,W,40009,Drosophila melanogaster,GFP reporter assay//Immunocytochemistry//Luciferase reporter assay,Functional MTI,20563308
MIRT005515,dme-miR-263b-5p,Drosophila melanogaster,W,40009,Drosophila melanogaster,GFP reporter assay//Immunocytochemistry//Luciferase reporter assay,Functional MTI,20563308
MIRT005647,dme-miR-2c-3p,Drosophila melanogaster,W,40009,Drosophila melanogaster,GFP reporter assay//In situ hybridization//Luciferase reporter assay//qRT-PCR,Non-Functional MTI,15989958
MIRT005648,dme-miR-13b-3p,Drosophila melanogaster,W,40009,Drosophila melanogaster,GFP reporter assay//In situ hybridization//Luciferase reporter assay//qRT-PCR,Non-Functional MTI,15989958
MIRT005649,dme-miR-11-3p,Drosophila melanogaster,W,40009,Drosophila melanogaster,GFP reporter assay//Luciferase reporter assay,Non-Functional MTI,15989958
MIRT005650,dme-miR-308-3p,Drosophila melanogaster,W,40009,Drosophila melanogaster,GFP reporter assay//Luciferase reporter assay,Non-Functional MTI,15989958
MIRT005651,dme-miR-11-3p,Drosophila melanogaster,rpr,40015,Drosophila melanogaster,Luciferase reporter assay,Functional MTI,15989958
MIRT005652,dme-miR-308-3p,Drosophila melanogaster,rpr,40015,Drosophila melanogaster,Luciferase reporter assay,Non-Functional MTI,15989958
MIRT006030,dme-miR-14-3p,Drosophila melanogaster,sug,36424,Drosophila melanogaster,GFP reporter assay//Luciferase reporter assay//Microarray//qRT-PCR,Functional MTI,21159815
MIRT006579,dme-miR-7-5p,Drosophila melanogaster,h,38995,Drosophila melanogaster,GFP reporter assay//Reporter assay,Functional MTI,14691535
MIRT006580,dme-miR-79-3p,Drosophila melanogaster,l(1)MZ4,249418,Drosophila melanogaster,GFP reporter assay,Functional MTI,15833912
MIRT006581,dme-miR-7-5p,Drosophila melanogaster,l(1)MZ4,249418,Drosophila melanogaster,GFP reporter assay//Reporter assay,Functional MTI,15833912
MIRT006582,dme-miR-4-3p,Drosophila melanogaster,l(1)MZ4,249418,Drosophila melanogaster,GFP reporter assay,Functional MTI,15833912
MIRT006583,dme-miR-11-3p,Drosophila melanogaster,l(1)MZ4,249418,Drosophila melanogaster,GFP reporter assay,Functional MTI,15833912
MIRT006629,dme-miR-iab-4-5p,Drosophila melanogaster,abd-A,42037,Drosophila melanogaster,GFP reporter assay,Non-Functional MTI,18172163
MIRT006642,dme-miR-279-3p,Drosophila melanogaster,nerfin-1,44786,Drosophila melanogaster,Luciferase reporter assay,Functional MTI,22049409
MIRT006643,dme-miR-279-3p,Drosophila melanogaster,esg,34903,Drosophila melanogaster,Luciferase reporter assay,Functional MTI,22049409
MIRT006656,dme-miR-279-3p,Drosophila melanogaster,os,32813,Drosophila melanogaster,Immunocytochemistry//Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,22305007
MIRT007056,dme-miR-5-5p,Drosophila melanogaster,smo,33196,Drosophila melanogaster,Luciferase reporter assay,Functional MTI,23085394
MIRT007385,dme-miR-7-5p,Drosophila melanogaster,e,42521,Drosophila melanogaster,Reporter assay,Functional MTI,14691535
MIRT007385,dme-miR-7-5p,Drosophila melanogaster,e,42521,Drosophila melanogaster,Reporter assay,Functional MTI,15833912
MIRT035561,dme-miR-124-3p,Drosophila melanogaster,ana,35913,Drosophila melanogaster,Luciferase reporter assay,Functional MTI,22378639
MIRT053169,dme-miR-7-5p,Drosophila melanogaster,ihog,33972,Drosophila melanogaster,Luciferase reporter assay//qRT-PCR,Functional MTI,23667323
MIRT053187,dme-miR-92b-3p,Drosophila melanogaster,Mef2,36032,Drosophila melanogaster,Immunoblot//Immunohistochemistry//In situ hybridization//Luciferase reporter assay//qRT-PCR,Functional MTI,22899845
MIRT054316,dme-miR-92a-3p,Drosophila melanogaster,sha,36213,Drosophila melanogaster,GFP reporter assay,Functional MTI,23051640
MIRT054317,dme-miR-92b-3p,Drosophila melanogaster,sha,36213,Drosophila melanogaster,GFP reporter assay,Functional MTI,23051640
MIRT054814,dme-miR-9a-5p,Drosophila melanogaster,dg,5657005,Drosophila melanogaster,In situ hybridization//Luciferase reporter assay//qRT-PCR,Functional MTI,24525189
MIRT437346,dme-miR-14-3p,Drosophila melanogaster,IP3K2,32285,Drosophila melanogaster,Western blot,Functional MTI,25306920
MIRT438053,dme-miR-8-3p,Drosophila melanogaster,ena,37201,Drosophila melanogaster,GFP reporter assay//Immunohistochemistry//Western blot,Functional MTI,24718988
MIRT438561,dme-miR-313-3p,Drosophila melanogaster,pan,43769,Drosophila melanogaster,Luciferase reporter assay//Western blot,Functional MTI,23821034
MIRT438562,dme-miR-313-3p,Drosophila melanogaster,arm,31151,Drosophila melanogaster,Luciferase reporter assay//Western blot,Functional MTI,23821034
MIRT438563,dme-miR-312-3p,Drosophila melanogaster,pan,43769,Drosophila melanogaster,Luciferase reporter assay//Western blot,Functional MTI,23821034
MIRT438564,dme-miR-312-3p,Drosophila melanogaster,arm,31151,Drosophila melanogaster,Luciferase reporter assay//Western blot,Functional MTI,23821034
MIRT438565,dme-miR-311-3p,Drosophila melanogaster,pan,43769,Drosophila melanogaster,Luciferase reporter assay//Western blot,Functional MTI,23821034
MIRT438566,dme-miR-311-3p,Drosophila melanogaster,arm,31151,Drosophila melanogaster,Luciferase reporter assay//Western blot,Functional MTI,23821034
MIRT438567,dme-miR-310-3p,Drosophila melanogaster,pan,43769,Drosophila melanogaster,Luciferase reporter assay//Western blot,Functional MTI,23821034
MIRT438568,dme-miR-310-3p,Drosophila melanogaster,arm,31151,Drosophila melanogaster,Luciferase reporter assay//Western blot,Functional MTI,23821034
MIRT734870,dme-miR-11-3p,Drosophila melanogaster,RAP1B,5908,Drosophila melanogaster,Luciferase reporter assay//qRT-PCR,Functional MTI,27733364
MIRT000515,dre-miR-125b-5p,Danio rerio,tp53,30590,Danio rerio,Luciferase reporter assay//Western blot,Functional MTI,20216554
MIRT000515,dre-miR-125b-5p,Danio rerio,tp53,30590,Danio rerio,In situ hybridization//Luciferase reporter assay//qRT-PCR//Western blot//Reporter assay;qRT-PCR;Other,Functional MTI,19293287
MIRT000515,dre-miR-125b-5p,Danio rerio,tp53,30590,Danio rerio,Luciferase reporter assay//qRT-PCR//Western blot,Functional MTI,21935352
MIRT000923,dre-miR-10b-5p,Danio rerio,hoxb3a,30339,Danio rerio,phenotypic sensor assay,Functional MTI,18167555
MIRT000924,dre-miR-10a-5p,Danio rerio,hoxb3a,30339,Danio rerio,phenotypic sensor assay,Functional MTI,18167555
MIRT000944,dre-miR-214,Danio rerio,disp2,405793,Danio rerio,GFP reporter assay//Western blot,Functional MTI,18583362
MIRT001134,dre-miR-430a-3p,Danio rerio,gstm,324366,Danio rerio,GFP reporter assay,Functional MTI,16484454
MIRT002099,dre-miR-126a-3p,Danio rerio,pik3r2,404211,Danio rerio,Western blot//Luciferase reporter assay,Functional MTI,18694566
MIRT002099,dre-miR-126a-3p,Danio rerio,pik3r2,404211,Danio rerio,Luciferase reporter assay//Western blot,Functional MTI,20216554
MIRT002100,dre-miR-126a-3p,Danio rerio,vcam1,561971,Danio rerio,Western blot//Luciferase reporter assay,Functional MTI,18694566
MIRT002101,dre-miR-126a-3p,Danio rerio,spred1,406513,Danio rerio,Luciferase reporter assay//Western blot,Functional MTI,18694566
MIRT002101,dre-miR-126a-3p,Danio rerio,spred1,406513,Danio rerio,Luciferase reporter assay//Western blot,Functional MTI,20216554
MIRT002295,dre-miR-9-5p,Danio rerio,her9,140613,Danio rerio,GFP reporter assay//Western blot,Functional MTI,18454145
MIRT002433,dre-miR-200b-3p,Danio rerio,lfng,30158,Danio rerio,GFP reporter assay,Functional MTI,18184563
MIRT002435,dre-miR-200a-3p,Danio rerio,lfng,30158,Danio rerio,GFP reporter assay,Functional MTI,18184563
MIRT002494,dre-miR-214,Danio rerio,sufu,100001615,Danio rerio,GFP reporter assay//Immunohistochemistry//In situ hybridization//Northern blot//Western blot,Functional MTI,17220889
MIRT003049,dre-miR-430c-3p,Danio rerio,lft2,30146,Danio rerio,GFP reporter assay,Functional MTI,17761850
MIRT003188,dre-miR-145-5p,Danio rerio,gata6,58076,Danio rerio,GFP reporter assay//Luciferase reporter assay//qRT-PCR//Reporter assay;qRT-PCR;Other,Functional MTI,19805048
MIRT003612,dre-miR-133c-3p,Danio rerio,tpm3,373076,Danio rerio,Luciferase reporter assay,Functional MTI,19240126
